 ,Area,Mean,Min,Max,SUM_Nup133_TET_01_R3D_D3D.tifnuclei_GCN4.csv
10,2.238,8166.347,4969,13888,SUM_UBC9_UN_06_R3D_D3D.tifnuclei_GCN4.csv
11,2.213,5035.907,3340,8478,SUM_UBC9_UN_06_R3D_D3D.tifnuclei_GCN4.csv
12,1.058,7585.095,5090,11271,SUM_UBC9_UN_06_R3D_D3D.tifnuclei_GCN4.csv
13,3.258,11911.608,5911,32456,SUM_UBC9_UN_06_R3D_D3D.tifnuclei_GCN4.csv
14,1.218,5467.566,3857,8250,SUM_UBC9_UN_06_R3D_D3D.tifnuclei_GCN4.csv
15,1.415,12587.098,6194,22806,SUM_UBC9_UN_06_R3D_D3D.tifnuclei_GCN4.csv
16,1.961,15984.233,10186,29479,SUM_UBC9_UN_06_R3D_D3D.tifnuclei_GCN4.csv
17,1.239,6062.003,4417,12093,SUM_UBC9_UN_06_R3D_D3D.tifnuclei_GCN4.csv
18,1.852,7898.150,4625,12049,SUM_UBC9_UN_06_R3D_D3D.tifnuclei_GCN4.csv
19,1.365,7995.123,6118,13564,SUM_UBC9_UN_06_R3D_D3D.tifnuclei_GCN4.csv
20,0.928,5893.959,3996,8835,SUM_UBC9_UN_06_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_UBC9_UN_07_R3D_D3D.tifnuclei_GCN4.csv
1,0.970,46067.684,25381,74503,SUM_UBC9_UN_07_R3D_D3D.tifnuclei_GCN4.csv
2,1.684,33548.401,25282,46825,SUM_UBC9_UN_07_R3D_D3D.tifnuclei_GCN4.csv
3,2.167,44712.672,25343,67525,SUM_UBC9_UN_07_R3D_D3D.tifnuclei_GCN4.csv
4,1.079,40079.996,25282,56389,SUM_UBC9_UN_07_R3D_D3D.tifnuclei_GCN4.csv
5,2.692,47656.733,25282,86289,SUM_UBC9_UN_07_R3D_D3D.tifnuclei_GCN4.csv
6,1.730,48316.772,25310,90763,SUM_UBC9_UN_07_R3D_D3D.tifnuclei_GCN4.csv
7,1.583,52753.088,25330,93674,SUM_UBC9_UN_07_R3D_D3D.tifnuclei_GCN4.csv
8,1.054,36905.287,25277,51160,SUM_UBC9_UN_07_R3D_D3D.tifnuclei_GCN4.csv
9,1.088,40957.973,25300,60064,SUM_UBC9_UN_07_R3D_D3D.tifnuclei_GCN4.csv
10,1.528,35107.874,25300,54308,SUM_UBC9_UN_07_R3D_D3D.tifnuclei_GCN4.csv
11,2.204,50254.137,25318,79186,SUM_UBC9_UN_07_R3D_D3D.tifnuclei_GCN4.csv
12,1.214,38575.654,25276,58230,SUM_UBC9_UN_07_R3D_D3D.tifnuclei_GCN4.csv
13,1.839,44312.180,25279,74428,SUM_UBC9_UN_07_R3D_D3D.tifnuclei_GCN4.csv
14,0.689,34400.665,25307,46693,SUM_UBC9_UN_07_R3D_D3D.tifnuclei_GCN4.csv
15,1.092,40559.346,25357,58864,SUM_UBC9_UN_07_R3D_D3D.tifnuclei_GCN4.csv
16,1.016,41575.442,25357,62932,SUM_UBC9_UN_07_R3D_D3D.tifnuclei_GCN4.csv
17,2.629,39762.380,18500,74134,SUM_UBC9_UN_07_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_UBC9_UN_08_R3D_D3D.tifnuclei_GCN4.csv
1,1.545,17550.111,9360,26943,SUM_UBC9_UN_08_R3D_D3D.tifnuclei_GCN4.csv
2,1.675,14273.935,7852,27651,SUM_UBC9_UN_08_R3D_D3D.tifnuclei_GCN4.csv
3,1.692,16546.328,9795,26396,SUM_UBC9_UN_08_R3D_D3D.tifnuclei_GCN4.csv
4,1.465,12313.003,8938,18288,SUM_UBC9_UN_08_R3D_D3D.tifnuclei_GCN4.csv
5,1.990,24244.099,16151,40751,SUM_UBC9_UN_08_R3D_D3D.tifnuclei_GCN4.csv
6,1.995,10199.632,7568,22676,SUM_UBC9_UN_08_R3D_D3D.tifnuclei_GCN4.csv
7,1.327,13756.997,9980,21963,SUM_UBC9_UN_08_R3D_D3D.tifnuclei_GCN4.csv
8,1.377,14182.561,10582,25286,SUM_UBC9_UN_08_R3D_D3D.tifnuclei_GCN4.csv
9,1.323,15570.524,10515,47956,SUM_UBC9_UN_08_R3D_D3D.tifnuclei_GCN4.csv
10,1.549,14220.081,9676,20213,SUM_UBC9_UN_08_R3D_D3D.tifnuclei_GCN4.csv
11,1.869,13745.901,10277,28022,SUM_UBC9_UN_08_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_UBC9_UN_09_R3D_D3D.tifnuclei_GCN4.csv
1,2.163,24275.804,11412,42885,SUM_UBC9_UN_09_R3D_D3D.tifnuclei_GCN4.csv
2,1.272,13414.043,10212,21151,SUM_UBC9_UN_09_R3D_D3D.tifnuclei_GCN4.csv
3,1.436,15563.725,9179,24493,SUM_UBC9_UN_09_R3D_D3D.tifnuclei_GCN4.csv
4,1.743,17452.296,10668,28018,SUM_UBC9_UN_09_R3D_D3D.tifnuclei_GCN4.csv
5,1.701,17171.415,11895,30710,SUM_UBC9_UN_09_R3D_D3D.tifnuclei_GCN4.csv
6,2.163,13739.058,8616,22372,SUM_UBC9_UN_09_R3D_D3D.tifnuclei_GCN4.csv
7,1.537,20626.057,13355,31200,SUM_UBC9_UN_09_R3D_D3D.tifnuclei_GCN4.csv
8,1.188,13356.982,9626,22432,SUM_UBC9_UN_09_R3D_D3D.tifnuclei_GCN4.csv
9,1.054,11802.578,9132,19458,SUM_UBC9_UN_09_R3D_D3D.tifnuclei_GCN4.csv
10,1.444,13313.087,10122,20473,SUM_UBC9_UN_09_R3D_D3D.tifnuclei_GCN4.csv
11,1.612,15637.406,10645,28832,SUM_UBC9_UN_09_R3D_D3D.tifnuclei_GCN4.csv
12,0.911,11426.714,8791,16404,SUM_UBC9_UN_09_R3D_D3D.tifnuclei_GCN4.csv
13,1.247,13747.327,9618,18889,SUM_UBC9_UN_09_R3D_D3D.tifnuclei_GCN4.csv
14,1.852,23755.746,13944,38989,SUM_UBC9_UN_09_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_UBC9_UN_10_R3D_D3D.tifnuclei_GCN4.csv
1,1.281,15481.921,9904,25046,SUM_UBC9_UN_10_R3D_D3D.tifnuclei_GCN4.csv
2,2.314,18468.584,10123,34812,SUM_UBC9_UN_10_R3D_D3D.tifnuclei_GCN4.csv
3,2.486,27264.498,15703,46948,SUM_UBC9_UN_10_R3D_D3D.tifnuclei_GCN4.csv
4,0.546,21241.962,15193,31799,SUM_UBC9_UN_10_R3D_D3D.tifnuclei_GCN4.csv
5,1.684,27191.010,16025,57144,SUM_UBC9_UN_10_R3D_D3D.tifnuclei_GCN4.csv
6,1.470,19451.323,12513,29994,SUM_UBC9_UN_10_R3D_D3D.tifnuclei_GCN4.csv
7,1.495,22916.351,12829,46962,SUM_UBC9_UN_10_R3D_D3D.tifnuclei_GCN4.csv
8,1.411,17634.673,11984,32687,SUM_UBC9_UN_10_R3D_D3D.tifnuclei_GCN4.csv
9,1.919,10989.293,8029,24924,SUM_UBC9_UN_10_R3D_D3D.tifnuclei_GCN4.csv
10,0.890,12436.344,9339,18852,SUM_UBC9_UN_10_R3D_D3D.tifnuclei_GCN4.csv
11,1.373,19000.948,11171,37915,SUM_UBC9_UN_10_R3D_D3D.tifnuclei_GCN4.csv
12,1.898,13238.458,9688,21682,SUM_UBC9_UN_10_R3D_D3D.tifnuclei_GCN4.csv
13,2.003,13821.593,9335,22235,SUM_UBC9_UN_10_R3D_D3D.tifnuclei_GCN4.csv
14,1.444,12957.029,9523,23003,SUM_UBC9_UN_10_R3D_D3D.tifnuclei_GCN4.csv
15,1.919,14733.573,10069,25475,SUM_UBC9_UN_10_R3D_D3D.tifnuclei_GCN4.csv
16,1.444,13648.203,9173,23060,SUM_UBC9_UN_10_R3D_D3D.tifnuclei_GCN4.csv
17,1.226,10732.099,7513,18934,SUM_UBC9_UN_10_R3D_D3D.tifnuclei_GCN4.csv
18,1.398,15016.625,10566,24709,SUM_UBC9_UN_10_R3D_D3D.tifnuclei_GCN4.csv
19,1.457,20030.499,11171,31843,SUM_UBC9_UN_10_R3D_D3D.tifnuclei_GCN4.csv
20,1.197,18329.589,10718,38635,SUM_UBC9_UN_10_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_UBC9_UN_11_R3D_D3D.tifnuclei_GCN4.csv
1,1.268,15576.500,10768,23298,SUM_UBC9_UN_11_R3D_D3D.tifnuclei_GCN4.csv
2,0.865,13214.869,8922,22017,SUM_UBC9_UN_11_R3D_D3D.tifnuclei_GCN4.csv
3,2.121,13076.562,8535,26280,SUM_UBC9_UN_11_R3D_D3D.tifnuclei_GCN4.csv
4,1.990,27062.352,16777,40725,SUM_UBC9_UN_11_R3D_D3D.tifnuclei_GCN4.csv
5,2.213,17784.903,11052,30357,SUM_UBC9_UN_11_R3D_D3D.tifnuclei_GCN4.csv
6,1.705,12654.421,9281,20055,SUM_UBC9_UN_11_R3D_D3D.tifnuclei_GCN4.csv
7,1.310,11133.587,8139,15541,SUM_UBC9_UN_11_R3D_D3D.tifnuclei_GCN4.csv
8,1.096,14192.230,8295,45782,SUM_UBC9_UN_11_R3D_D3D.tifnuclei_GCN4.csv
9,1.247,10962.916,8403,16273,SUM_UBC9_UN_11_R3D_D3D.tifnuclei_GCN4.csv
10,2.276,21624.288,12021,43126,SUM_UBC9_UN_11_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_UBC9_UN_12_R3D_D3D.tifnuclei_GCN4.csv
1,1.264,18116.927,10502,31188,SUM_UBC9_UN_12_R3D_D3D.tifnuclei_GCN4.csv
2,1.915,15113.546,7861,29967,SUM_UBC9_UN_12_R3D_D3D.tifnuclei_GCN4.csv
3,1.251,14736.909,8710,28310,SUM_UBC9_UN_12_R3D_D3D.tifnuclei_GCN4.csv
4,1.281,13491.089,9637,22658,SUM_UBC9_UN_12_R3D_D3D.tifnuclei_GCN4.csv
5,1.339,18943.000,11181,35509,SUM_UBC9_UN_12_R3D_D3D.tifnuclei_GCN4.csv
6,3.061,37582.261,18468,55002,SUM_UBC9_UN_12_R3D_D3D.tifnuclei_GCN4.csv
7,1.486,15892.201,10409,23605,SUM_UBC9_UN_12_R3D_D3D.tifnuclei_GCN4.csv
8,1.978,13397.382,9073,23717,SUM_UBC9_UN_12_R3D_D3D.tifnuclei_GCN4.csv
9,1.407,21850.636,13914,39580,SUM_UBC9_UN_12_R3D_D3D.tifnuclei_GCN4.csv
10,2.221,26491.628,12364,55197,SUM_UBC9_UN_12_R3D_D3D.tifnuclei_GCN4.csv
11,1.612,22413.302,11887,35819,SUM_UBC9_UN_12_R3D_D3D.tifnuclei_GCN4.csv
12,2.171,20670.928,11692,48737,SUM_UBC9_UN_12_R3D_D3D.tifnuclei_GCN4.csv
13,0.647,19763.779,12697,29973,SUM_UBC9_UN_12_R3D_D3D.tifnuclei_GCN4.csv
14,1.167,31037.673,16519,63089,SUM_UBC9_UN_12_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_UBC9_UN_13_R3D_D3D.tifnuclei_GCN4.csv
1,1.327,11877.177,6397,18802,SUM_UBC9_UN_13_R3D_D3D.tifnuclei_GCN4.csv
2,1.339,12121.373,7279,18820,SUM_UBC9_UN_13_R3D_D3D.tifnuclei_GCN4.csv
3,2.452,16714.577,8578,31681,SUM_UBC9_UN_13_R3D_D3D.tifnuclei_GCN4.csv
4,1.163,15253.354,9017,27388,SUM_UBC9_UN_13_R3D_D3D.tifnuclei_GCN4.csv
5,1.138,11394.103,7403,22203,SUM_UBC9_UN_13_R3D_D3D.tifnuclei_GCN4.csv
6,1.684,17276.666,9360,31906,SUM_UBC9_UN_13_R3D_D3D.tifnuclei_GCN4.csv
7,1.256,10072.140,7365,17212,SUM_UBC9_UN_13_R3D_D3D.tifnuclei_GCN4.csv
8,2.221,16726.745,9723,36721,SUM_UBC9_UN_13_R3D_D3D.tifnuclei_GCN4.csv
9,1.247,16401.323,6940,32190,SUM_UBC9_UN_13_R3D_D3D.tifnuclei_GCN4.csv
10,2.104,9119.876,6590,17007,SUM_UBC9_UN_13_R3D_D3D.tifnuclei_GCN4.csv
11,1.298,13632.036,6845,25022,SUM_UBC9_UN_13_R3D_D3D.tifnuclei_GCN4.csv
12,1.524,11363.937,7592,17256,SUM_UBC9_UN_13_R3D_D3D.tifnuclei_GCN4.csv
13,1.444,14359.084,7590,28655,SUM_UBC9_UN_13_R3D_D3D.tifnuclei_GCN4.csv
14,1.848,12918.775,6875,22822,SUM_UBC9_UN_13_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_UBC9_UN_14_R3D_D3D.tifnuclei_GCN4.csv
1,1.394,33305.711,19908,55117,SUM_UBC9_UN_14_R3D_D3D.tifnuclei_GCN4.csv
2,1.159,10285.543,6992,16750,SUM_UBC9_UN_14_R3D_D3D.tifnuclei_GCN4.csv
3,0.550,24704.008,17830,34890,SUM_UBC9_UN_14_R3D_D3D.tifnuclei_GCN4.csv
4,1.797,16175.343,9974,24803,SUM_UBC9_UN_14_R3D_D3D.tifnuclei_GCN4.csv
5,2.179,22159.426,11558,50070,SUM_UBC9_UN_14_R3D_D3D.tifnuclei_GCN4.csv
6,2.242,22589.476,11404,37257,SUM_UBC9_UN_14_R3D_D3D.tifnuclei_GCN4.csv
7,1.167,10402.054,7585,15594,SUM_UBC9_UN_14_R3D_D3D.tifnuclei_GCN4.csv
8,1.801,19199.734,12421,39487,SUM_UBC9_UN_14_R3D_D3D.tifnuclei_GCN4.csv
9,2.620,32460.667,17285,54902,SUM_UBC9_UN_14_R3D_D3D.tifnuclei_GCN4.csv
10,1.995,13543.531,9054,26131,SUM_UBC9_UN_14_R3D_D3D.tifnuclei_GCN4.csv
11,1.134,12143.407,7742,20331,SUM_UBC9_UN_14_R3D_D3D.tifnuclei_GCN4.csv
12,1.407,13668.893,8301,31023,SUM_UBC9_UN_14_R3D_D3D.tifnuclei_GCN4.csv
13,1.289,11931.107,8498,21445,SUM_UBC9_UN_14_R3D_D3D.tifnuclei_GCN4.csv
14,1.197,10430.804,7785,14918,SUM_UBC9_UN_14_R3D_D3D.tifnuclei_GCN4.csv
15,1.163,13817.274,8572,24346,SUM_UBC9_UN_14_R3D_D3D.tifnuclei_GCN4.csv
16,2.372,24844.090,13849,68318,SUM_UBC9_UN_14_R3D_D3D.tifnuclei_GCN4.csv
17,1.507,12898.914,8007,25772,SUM_UBC9_UN_14_R3D_D3D.tifnuclei_GCN4.csv
18,1.298,10239.987,7053,15691,SUM_UBC9_UN_14_R3D_D3D.tifnuclei_GCN4.csv
19,1.155,13706.211,8826,21971,SUM_UBC9_UN_14_R3D_D3D.tifnuclei_GCN4.csv
20,1.193,11046.560,8017,16890,SUM_UBC9_UN_14_R3D_D3D.tifnuclei_GCN4.csv
21,0.966,9649.743,7876,15459,SUM_UBC9_UN_14_R3D_D3D.tifnuclei_GCN4.csv
22,1.461,17882.770,9872,32446,SUM_UBC9_UN_14_R3D_D3D.tifnuclei_GCN4.csv
23,1.440,12364.837,7249,30292,SUM_UBC9_UN_14_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_UBC9_UN_15_R3D_D3D.tifnuclei_GCN4.csv
1,1.688,16378.925,8555,40578,SUM_UBC9_UN_15_R3D_D3D.tifnuclei_GCN4.csv
2,1.617,9816.704,6528,22232,SUM_UBC9_UN_15_R3D_D3D.tifnuclei_GCN4.csv
3,1.159,8717.322,6562,15698,SUM_UBC9_UN_15_R3D_D3D.tifnuclei_GCN4.csv
4,1.621,10701.212,7486,15998,SUM_UBC9_UN_15_R3D_D3D.tifnuclei_GCN4.csv
5,1.470,14209.257,9190,26460,SUM_UBC9_UN_15_R3D_D3D.tifnuclei_GCN4.csv
6,2.020,10635.158,7167,17621,SUM_UBC9_UN_15_R3D_D3D.tifnuclei_GCN4.csv
7,1.864,15920.998,9221,40085,SUM_UBC9_UN_15_R3D_D3D.tifnuclei_GCN4.csv
8,1.873,20131.448,10634,47578,SUM_UBC9_UN_15_R3D_D3D.tifnuclei_GCN4.csv
9,0.802,18970.115,11619,38522,SUM_UBC9_UN_15_R3D_D3D.tifnuclei_GCN4.csv
10,1.197,10127.277,7234,20028,SUM_UBC9_UN_15_R3D_D3D.tifnuclei_GCN4.csv
11,2.280,16602.578,9496,39665,SUM_UBC9_UN_15_R3D_D3D.tifnuclei_GCN4.csv
12,1.365,15370.511,7378,42457,SUM_UBC9_UN_15_R3D_D3D.tifnuclei_GCN4.csv
13,1.478,11361.077,8147,23294,SUM_UBC9_UN_15_R3D_D3D.tifnuclei_GCN4.csv
14,2.843,15407.598,8191,25021,SUM_UBC9_UN_15_R3D_D3D.tifnuclei_GCN4.csv
15,1.587,14674.497,9211,31465,SUM_UBC9_UN_15_R3D_D3D.tifnuclei_GCN4.csv
16,1.793,11910.792,7328,29308,SUM_UBC9_UN_15_R3D_D3D.tifnuclei_GCN4.csv
17,1.151,8848.073,5056,15494,SUM_UBC9_UN_15_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_UBC9_UN_16_R3D_D3D.tifnuclei_GCN4.csv
1,1.054,24860.857,13479,94409,SUM_UBC9_UN_16_R3D_D3D.tifnuclei_GCN4.csv
2,1.285,18464.680,12764,29726,SUM_UBC9_UN_16_R3D_D3D.tifnuclei_GCN4.csv
3,1.549,16943.954,11415,24328,SUM_UBC9_UN_16_R3D_D3D.tifnuclei_GCN4.csv
4,1.894,25617.022,14150,57265,SUM_UBC9_UN_16_R3D_D3D.tifnuclei_GCN4.csv
5,1.071,26121.314,14686,53493,SUM_UBC9_UN_16_R3D_D3D.tifnuclei_GCN4.csv
6,0.928,22116.018,15391,35060,SUM_UBC9_UN_16_R3D_D3D.tifnuclei_GCN4.csv
7,1.969,28166.546,16416,60875,SUM_UBC9_UN_16_R3D_D3D.tifnuclei_GCN4.csv
8,1.827,43639.715,20321,78152,SUM_UBC9_UN_16_R3D_D3D.tifnuclei_GCN4.csv
9,1.764,30288.436,16292,64029,SUM_UBC9_UN_16_R3D_D3D.tifnuclei_GCN4.csv
10,2.108,26428.827,16379,62388,SUM_UBC9_UN_16_R3D_D3D.tifnuclei_GCN4.csv
11,1.675,29080.892,15815,64636,SUM_UBC9_UN_16_R3D_D3D.tifnuclei_GCN4.csv
12,2.163,34375.225,19498,62544,SUM_UBC9_UN_16_R3D_D3D.tifnuclei_GCN4.csv
13,1.193,26326.996,17394,52503,SUM_UBC9_UN_16_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_ULP1_TET_01_R3D_D3D.tifnuclei_GCN4.csv
1,2.146,25635.685,17795,32314,SUM_ULP1_TET_01_R3D_D3D.tifnuclei_GCN4.csv
2,2.125,35307.016,23650,56390,SUM_ULP1_TET_01_R3D_D3D.tifnuclei_GCN4.csv
3,1.159,26646.859,19588,46715,SUM_ULP1_TET_01_R3D_D3D.tifnuclei_GCN4.csv
4,1.289,25422.518,17891,42459,SUM_ULP1_TET_01_R3D_D3D.tifnuclei_GCN4.csv
5,1.411,35521.003,18540,62973,SUM_ULP1_TET_01_R3D_D3D.tifnuclei_GCN4.csv
6,2.007,33584.874,21669,61845,SUM_ULP1_TET_01_R3D_D3D.tifnuclei_GCN4.csv
7,1.092,29727.458,18126,50512,SUM_ULP1_TET_01_R3D_D3D.tifnuclei_GCN4.csv
8,1.776,43549.752,27068,84143,SUM_ULP1_TET_01_R3D_D3D.tifnuclei_GCN4.csv
9,2.196,27302.725,18305,53402,SUM_ULP1_TET_01_R3D_D3D.tifnuclei_GCN4.csv
10,1.369,28527.457,19365,55474,SUM_ULP1_TET_01_R3D_D3D.tifnuclei_GCN4.csv
11,1.465,26496.255,15300,48356,SUM_ULP1_TET_01_R3D_D3D.tifnuclei_GCN4.csv
12,1.218,23847.210,15936,65008,SUM_ULP1_TET_01_R3D_D3D.tifnuclei_GCN4.csv
13,1.386,37563.294,23579,67798,SUM_ULP1_TET_01_R3D_D3D.tifnuclei_GCN4.csv
14,1.365,24426.615,16343,49942,SUM_ULP1_TET_01_R3D_D3D.tifnuclei_GCN4.csv
15,2.276,27370.304,15281,51107,SUM_ULP1_TET_01_R3D_D3D.tifnuclei_GCN4.csv
16,1.608,29433.091,16791,54884,SUM_ULP1_TET_01_R3D_D3D.tifnuclei_GCN4.csv
17,1.512,26505.986,16420,79512,SUM_ULP1_TET_01_R3D_D3D.tifnuclei_GCN4.csv
18,1.046,24288.261,17347,58437,SUM_ULP1_TET_01_R3D_D3D.tifnuclei_GCN4.csv
19,1.633,47451.355,31452,92857,SUM_ULP1_TET_01_R3D_D3D.tifnuclei_GCN4.csv
20,1.423,28256.440,19359,48260,SUM_ULP1_TET_01_R3D_D3D.tifnuclei_GCN4.csv
21,1.591,23869.931,15628,39574,SUM_ULP1_TET_01_R3D_D3D.tifnuclei_GCN4.csv
22,1.394,23957.855,16246,36548,SUM_ULP1_TET_01_R3D_D3D.tifnuclei_GCN4.csv
23,1.717,66613.012,39640,141919,SUM_ULP1_TET_01_R3D_D3D.tifnuclei_GCN4.csv
24,1.423,39931.702,16344,85531,SUM_ULP1_TET_01_R3D_D3D.tifnuclei_GCN4.csv
25,0.941,18594.911,13037,33734,SUM_ULP1_TET_01_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_ULP1_TET_02_R3D_D3D.tifnuclei_GCN4.csv
1,0.966,25911.013,20453,36927,SUM_ULP1_TET_02_R3D_D3D.tifnuclei_GCN4.csv
2,1.071,25352.933,17570,48991,SUM_ULP1_TET_02_R3D_D3D.tifnuclei_GCN4.csv
3,0.802,21631.822,17532,36575,SUM_ULP1_TET_02_R3D_D3D.tifnuclei_GCN4.csv
4,1.449,22894.907,17013,35126,SUM_ULP1_TET_02_R3D_D3D.tifnuclei_GCN4.csv
5,0.899,36159.145,20487,69294,SUM_ULP1_TET_02_R3D_D3D.tifnuclei_GCN4.csv
6,1.373,34736.459,18407,60129,SUM_ULP1_TET_02_R3D_D3D.tifnuclei_GCN4.csv
7,1.172,23480.412,17087,43757,SUM_ULP1_TET_02_R3D_D3D.tifnuclei_GCN4.csv
8,1.516,24224.690,16250,35230,SUM_ULP1_TET_02_R3D_D3D.tifnuclei_GCN4.csv
9,2.066,48847.994,28083,147063,SUM_ULP1_TET_02_R3D_D3D.tifnuclei_GCN4.csv
10,1.948,25778.435,14416,60190,SUM_ULP1_TET_02_R3D_D3D.tifnuclei_GCN4.csv
11,1.407,47767.815,19737,83996,SUM_ULP1_TET_02_R3D_D3D.tifnuclei_GCN4.csv
12,1.503,24282.751,16188,40321,SUM_ULP1_TET_02_R3D_D3D.tifnuclei_GCN4.csv
13,2.771,21842.553,15541,39262,SUM_ULP1_TET_02_R3D_D3D.tifnuclei_GCN4.csv
14,1.092,26585.062,16743,51192,SUM_ULP1_TET_02_R3D_D3D.tifnuclei_GCN4.csv
15,1.965,29368.451,17718,50977,SUM_ULP1_TET_02_R3D_D3D.tifnuclei_GCN4.csv
16,1.205,40427.080,23961,73826,SUM_ULP1_TET_02_R3D_D3D.tifnuclei_GCN4.csv
17,1.352,42573.876,27246,75977,SUM_ULP1_TET_02_R3D_D3D.tifnuclei_GCN4.csv
18,1.331,26329.536,17606,48567,SUM_ULP1_TET_02_R3D_D3D.tifnuclei_GCN4.csv
19,1.596,50816.242,33714,78482,SUM_ULP1_TET_02_R3D_D3D.tifnuclei_GCN4.csv
20,0.899,24203.523,16890,40183,SUM_ULP1_TET_02_R3D_D3D.tifnuclei_GCN4.csv
21,1.734,33681.264,21629,77101,SUM_ULP1_TET_02_R3D_D3D.tifnuclei_GCN4.csv
22,1.201,22236.483,15115,43655,SUM_ULP1_TET_02_R3D_D3D.tifnuclei_GCN4.csv
23,1.226,21289.932,15205,34322,SUM_ULP1_TET_02_R3D_D3D.tifnuclei_GCN4.csv
24,2.645,36578.256,25017,78528,SUM_ULP1_TET_02_R3D_D3D.tifnuclei_GCN4.csv
25,1.764,32427.479,21764,53143,SUM_ULP1_TET_02_R3D_D3D.tifnuclei_GCN4.csv
26,2.616,42104.722,18303,78390,SUM_ULP1_TET_02_R3D_D3D.tifnuclei_GCN4.csv
27,1.142,30888.051,22242,56169,SUM_ULP1_TET_02_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_ULP1_TET_03_R3D_D3D.tifnuclei_GCN4.csv
1,0.714,16775.012,12330,24857,SUM_ULP1_TET_03_R3D_D3D.tifnuclei_GCN4.csv
2,0.668,16462.667,12679,25949,SUM_ULP1_TET_03_R3D_D3D.tifnuclei_GCN4.csv
3,1.386,51678.379,22780,89028,SUM_ULP1_TET_03_R3D_D3D.tifnuclei_GCN4.csv
4,2.255,56333.860,27846,110795,SUM_ULP1_TET_03_R3D_D3D.tifnuclei_GCN4.csv
5,0.966,22278.274,14539,43588,SUM_ULP1_TET_03_R3D_D3D.tifnuclei_GCN4.csv
6,1.142,24308.522,16999,49092,SUM_ULP1_TET_03_R3D_D3D.tifnuclei_GCN4.csv
7,2.053,23113.221,16153,35090,SUM_ULP1_TET_03_R3D_D3D.tifnuclei_GCN4.csv
8,1.172,25073.351,16121,41216,SUM_ULP1_TET_03_R3D_D3D.tifnuclei_GCN4.csv
9,1.037,21634.619,15306,30262,SUM_ULP1_TET_03_R3D_D3D.tifnuclei_GCN4.csv
10,1.100,26583.828,18061,58184,SUM_ULP1_TET_03_R3D_D3D.tifnuclei_GCN4.csv
11,1.415,25973.469,15991,56849,SUM_ULP1_TET_03_R3D_D3D.tifnuclei_GCN4.csv
12,1.423,44918.024,19167,85623,SUM_ULP1_TET_03_R3D_D3D.tifnuclei_GCN4.csv
13,1.428,35845.759,19699,60442,SUM_ULP1_TET_03_R3D_D3D.tifnuclei_GCN4.csv
14,1.323,38219.679,21082,58650,SUM_ULP1_TET_03_R3D_D3D.tifnuclei_GCN4.csv
15,1.512,30574.097,19536,53806,SUM_ULP1_TET_03_R3D_D3D.tifnuclei_GCN4.csv
16,1.348,31368.579,19763,52693,SUM_ULP1_TET_03_R3D_D3D.tifnuclei_GCN4.csv
17,2.755,45869.130,21603,108398,SUM_ULP1_TET_03_R3D_D3D.tifnuclei_GCN4.csv
18,2.385,34476.963,19307,93444,SUM_ULP1_TET_03_R3D_D3D.tifnuclei_GCN4.csv
19,1.419,43535.101,25067,78974,SUM_ULP1_TET_03_R3D_D3D.tifnuclei_GCN4.csv
20,1.239,24815.519,15692,38612,SUM_ULP1_TET_03_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_ULP1_TET_04_R3D_D3D.tifnuclei_GCN4.csv
1,1.092,13309.454,9135,31947,SUM_ULP1_TET_04_R3D_D3D.tifnuclei_GCN4.csv
2,1.520,15328.956,11332,26342,SUM_ULP1_TET_04_R3D_D3D.tifnuclei_GCN4.csv
3,1.352,19443.860,11640,35129,SUM_ULP1_TET_04_R3D_D3D.tifnuclei_GCN4.csv
4,2.435,17395.771,9830,28910,SUM_ULP1_TET_04_R3D_D3D.tifnuclei_GCN4.csv
5,1.444,14660.166,10103,26082,SUM_ULP1_TET_04_R3D_D3D.tifnuclei_GCN4.csv
6,1.012,11898.705,8392,22953,SUM_ULP1_TET_04_R3D_D3D.tifnuclei_GCN4.csv
7,0.999,11892.702,7698,15976,SUM_ULP1_TET_04_R3D_D3D.tifnuclei_GCN4.csv
8,1.570,22076.909,12766,39750,SUM_ULP1_TET_04_R3D_D3D.tifnuclei_GCN4.csv
