 ,Area,Mean,Min,Max,SUM_Nup133_TET_01_R3D_D3D.tifnuclei.csv
14,1.197,41517.779,27749,56237,SUM_UBC9_UN_14_R3D_D3D.tifnuclei.csv
15,1.163,44197.437,27764,61471,SUM_UBC9_UN_14_R3D_D3D.tifnuclei.csv
16,2.372,52348.281,27649,98214,SUM_UBC9_UN_14_R3D_D3D.tifnuclei.csv
17,1.507,38076.763,26898,63585,SUM_UBC9_UN_14_R3D_D3D.tifnuclei.csv
18,1.298,44563.265,27704,61804,SUM_UBC9_UN_14_R3D_D3D.tifnuclei.csv
19,1.155,40227.611,27652,54821,SUM_UBC9_UN_14_R3D_D3D.tifnuclei.csv
20,1.193,36023.387,27668,49944,SUM_UBC9_UN_14_R3D_D3D.tifnuclei.csv
21,0.966,41742.139,27697,66134,SUM_UBC9_UN_14_R3D_D3D.tifnuclei.csv
22,1.461,47596.224,27664,75071,SUM_UBC9_UN_14_R3D_D3D.tifnuclei.csv
23,1.440,105983.580,27686,208103,SUM_UBC9_UN_14_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_UBC9_UN_15_R3D_D3D.tifnuclei.csv
1,1.688,79515.368,46974,173849,SUM_UBC9_UN_15_R3D_D3D.tifnuclei.csv
2,1.617,69481.582,47072,102422,SUM_UBC9_UN_15_R3D_D3D.tifnuclei.csv
3,1.159,77314.080,47007,112617,SUM_UBC9_UN_15_R3D_D3D.tifnuclei.csv
4,1.621,68206.246,46986,93175,SUM_UBC9_UN_15_R3D_D3D.tifnuclei.csv
5,1.470,77764.591,47115,115063,SUM_UBC9_UN_15_R3D_D3D.tifnuclei.csv
6,2.020,76985.489,47015,116931,SUM_UBC9_UN_15_R3D_D3D.tifnuclei.csv
7,1.864,89172.225,46997,143729,SUM_UBC9_UN_15_R3D_D3D.tifnuclei.csv
8,1.873,67541.805,47078,136307,SUM_UBC9_UN_15_R3D_D3D.tifnuclei.csv
9,0.802,81679.990,47200,147860,SUM_UBC9_UN_15_R3D_D3D.tifnuclei.csv
10,1.197,76118.144,46982,105769,SUM_UBC9_UN_15_R3D_D3D.tifnuclei.csv
11,2.280,98105.057,47011,152845,SUM_UBC9_UN_15_R3D_D3D.tifnuclei.csv
12,1.365,81001.966,47196,112980,SUM_UBC9_UN_15_R3D_D3D.tifnuclei.csv
13,1.478,74209.543,47033,108360,SUM_UBC9_UN_15_R3D_D3D.tifnuclei.csv
14,2.843,104478.548,47003,189527,SUM_UBC9_UN_15_R3D_D3D.tifnuclei.csv
15,1.587,79646.468,47569,109404,SUM_UBC9_UN_15_R3D_D3D.tifnuclei.csv
16,1.793,72263.337,33877,111884,SUM_UBC9_UN_15_R3D_D3D.tifnuclei.csv
17,1.151,60412.120,47132,75891,SUM_UBC9_UN_15_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_UBC9_UN_16_R3D_D3D.tifnuclei.csv
1,1.054,69930.908,51682,90208,SUM_UBC9_UN_16_R3D_D3D.tifnuclei.csv
2,1.285,77062.941,51559,105614,SUM_UBC9_UN_16_R3D_D3D.tifnuclei.csv
3,1.549,76175.599,51337,115831,SUM_UBC9_UN_16_R3D_D3D.tifnuclei.csv
4,1.894,92583.197,51525,146642,SUM_UBC9_UN_16_R3D_D3D.tifnuclei.csv
5,1.071,88688.224,51455,137749,SUM_UBC9_UN_16_R3D_D3D.tifnuclei.csv
6,0.928,79606.059,51538,113968,SUM_UBC9_UN_16_R3D_D3D.tifnuclei.csv
7,1.969,76663.531,51313,116504,SUM_UBC9_UN_16_R3D_D3D.tifnuclei.csv
8,1.827,87843.329,51813,116033,SUM_UBC9_UN_16_R3D_D3D.tifnuclei.csv
9,1.764,87170.060,51367,134389,SUM_UBC9_UN_16_R3D_D3D.tifnuclei.csv
10,2.108,86646.014,51514,155573,SUM_UBC9_UN_16_R3D_D3D.tifnuclei.csv
11,1.675,89150.328,51392,137011,SUM_UBC9_UN_16_R3D_D3D.tifnuclei.csv
12,2.163,124612.476,51536,234729,SUM_UBC9_UN_16_R3D_D3D.tifnuclei.csv
13,1.193,86215.651,51520,126814,SUM_UBC9_UN_16_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_ULP1_TET_01_R3D_D3D.tifnuclei.csv
1,2.146,39156.352,30227,56566,SUM_ULP1_TET_01_R3D_D3D.tifnuclei.csv
2,2.125,61246.652,30374,98125,SUM_ULP1_TET_01_R3D_D3D.tifnuclei.csv
3,1.159,42052.293,30252,57548,SUM_ULP1_TET_01_R3D_D3D.tifnuclei.csv
4,1.289,45594.147,30262,65651,SUM_ULP1_TET_01_R3D_D3D.tifnuclei.csv
5,1.411,51746.301,30252,84496,SUM_ULP1_TET_01_R3D_D3D.tifnuclei.csv
6,2.007,54342.452,30367,88368,SUM_ULP1_TET_01_R3D_D3D.tifnuclei.csv
7,1.092,44560.327,30458,60852,SUM_ULP1_TET_01_R3D_D3D.tifnuclei.csv
8,1.776,63338.274,30657,107669,SUM_ULP1_TET_01_R3D_D3D.tifnuclei.csv
9,2.196,59945.011,30536,93568,SUM_ULP1_TET_01_R3D_D3D.tifnuclei.csv
10,1.369,53869.206,30329,96377,SUM_ULP1_TET_01_R3D_D3D.tifnuclei.csv
11,1.465,51750.719,30250,96150,SUM_ULP1_TET_01_R3D_D3D.tifnuclei.csv
12,1.218,52512.445,30274,82024,SUM_ULP1_TET_01_R3D_D3D.tifnuclei.csv
13,1.386,51306.527,30376,77015,SUM_ULP1_TET_01_R3D_D3D.tifnuclei.csv
14,1.365,56576.412,30345,88172,SUM_ULP1_TET_01_R3D_D3D.tifnuclei.csv
15,2.276,59799.893,30288,96364,SUM_ULP1_TET_01_R3D_D3D.tifnuclei.csv
16,1.608,57738.180,30275,123137,SUM_ULP1_TET_01_R3D_D3D.tifnuclei.csv
17,1.512,57731.086,30251,92557,SUM_ULP1_TET_01_R3D_D3D.tifnuclei.csv
18,1.046,52438.992,30225,81286,SUM_ULP1_TET_01_R3D_D3D.tifnuclei.csv
19,1.633,56925.630,30236,93968,SUM_ULP1_TET_01_R3D_D3D.tifnuclei.csv
20,1.423,44858.091,30454,61909,SUM_ULP1_TET_01_R3D_D3D.tifnuclei.csv
21,1.591,74854.172,30262,140493,SUM_ULP1_TET_01_R3D_D3D.tifnuclei.csv
22,1.394,40698.361,30242,54616,SUM_ULP1_TET_01_R3D_D3D.tifnuclei.csv
23,1.717,56817.044,30437,99734,SUM_ULP1_TET_01_R3D_D3D.tifnuclei.csv
24,1.423,49908.873,30418,73805,SUM_ULP1_TET_01_R3D_D3D.tifnuclei.csv
25,0.941,51247.987,30517,79155,SUM_ULP1_TET_01_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_ULP1_TET_02_R3D_D3D.tifnuclei.csv
1,0.966,53772.848,34305,76558,SUM_ULP1_TET_02_R3D_D3D.tifnuclei.csv
2,1.071,49757.329,34288,62090,SUM_ULP1_TET_02_R3D_D3D.tifnuclei.csv
3,0.802,42204.382,34373,55019,SUM_ULP1_TET_02_R3D_D3D.tifnuclei.csv
4,1.449,50650.565,34243,70406,SUM_ULP1_TET_02_R3D_D3D.tifnuclei.csv
5,0.899,63331.430,34881,102982,SUM_ULP1_TET_02_R3D_D3D.tifnuclei.csv
6,1.373,46448.095,34289,67955,SUM_ULP1_TET_02_R3D_D3D.tifnuclei.csv
7,1.172,48998.806,34274,67309,SUM_ULP1_TET_02_R3D_D3D.tifnuclei.csv
8,1.516,48736.729,34291,67525,SUM_ULP1_TET_02_R3D_D3D.tifnuclei.csv
9,2.066,76601.419,34316,126997,SUM_ULP1_TET_02_R3D_D3D.tifnuclei.csv
10,1.948,64333.750,34536,94981,SUM_ULP1_TET_02_R3D_D3D.tifnuclei.csv
11,1.407,55846.128,34323,90962,SUM_ULP1_TET_02_R3D_D3D.tifnuclei.csv
12,1.503,54061.447,34253,78155,SUM_ULP1_TET_02_R3D_D3D.tifnuclei.csv
13,2.771,89822.848,34276,175287,SUM_ULP1_TET_02_R3D_D3D.tifnuclei.csv
14,1.092,56641.458,34273,78833,SUM_ULP1_TET_02_R3D_D3D.tifnuclei.csv
15,1.965,64857.697,34316,127236,SUM_ULP1_TET_02_R3D_D3D.tifnuclei.csv
16,1.205,47672.272,34265,58671,SUM_ULP1_TET_02_R3D_D3D.tifnuclei.csv
17,1.352,53027.724,34252,77170,SUM_ULP1_TET_02_R3D_D3D.tifnuclei.csv
18,1.331,76615.054,34278,160497,SUM_ULP1_TET_02_R3D_D3D.tifnuclei.csv
19,1.596,66893.368,34317,121389,SUM_ULP1_TET_02_R3D_D3D.tifnuclei.csv
20,0.899,60682.598,34269,98873,SUM_ULP1_TET_02_R3D_D3D.tifnuclei.csv
21,1.734,65475.530,34267,99135,SUM_ULP1_TET_02_R3D_D3D.tifnuclei.csv
22,1.201,52940.360,34405,77862,SUM_ULP1_TET_02_R3D_D3D.tifnuclei.csv
23,1.226,51258.894,34248,74008,SUM_ULP1_TET_02_R3D_D3D.tifnuclei.csv
24,2.645,59503.760,34255,83811,SUM_ULP1_TET_02_R3D_D3D.tifnuclei.csv
25,1.764,55959.924,34248,92306,SUM_ULP1_TET_02_R3D_D3D.tifnuclei.csv
26,2.616,82764.345,34256,162964,SUM_ULP1_TET_02_R3D_D3D.tifnuclei.csv
27,1.142,54100.930,34356,74816,SUM_ULP1_TET_02_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_ULP1_TET_03_R3D_D3D.tifnuclei.csv
1,0.714,95125.524,66463,147216,SUM_ULP1_TET_03_R3D_D3D.tifnuclei.csv
2,0.668,82597.667,67217,103553,SUM_ULP1_TET_03_R3D_D3D.tifnuclei.csv
3,1.386,113130.876,66010,185635,SUM_ULP1_TET_03_R3D_D3D.tifnuclei.csv
4,2.255,142183.480,66007,279486,SUM_ULP1_TET_03_R3D_D3D.tifnuclei.csv
5,0.966,85745.039,65951,120868,SUM_ULP1_TET_03_R3D_D3D.tifnuclei.csv
6,1.142,101411.511,66382,142832,SUM_ULP1_TET_03_R3D_D3D.tifnuclei.csv
7,2.053,128107.176,65988,207929,SUM_ULP1_TET_03_R3D_D3D.tifnuclei.csv
8,1.172,110795.477,65965,167580,SUM_ULP1_TET_03_R3D_D3D.tifnuclei.csv
9,1.037,103732.073,66015,139334,SUM_ULP1_TET_03_R3D_D3D.tifnuclei.csv
10,1.100,118836.683,66415,179273,SUM_ULP1_TET_03_R3D_D3D.tifnuclei.csv
11,1.415,111280.125,66114,190304,SUM_ULP1_TET_03_R3D_D3D.tifnuclei.csv
12,1.423,103110.820,66744,154825,SUM_ULP1_TET_03_R3D_D3D.tifnuclei.csv
13,1.428,114215.550,66153,171055,SUM_ULP1_TET_03_R3D_D3D.tifnuclei.csv
14,1.323,122928.676,66443,196704,SUM_ULP1_TET_03_R3D_D3D.tifnuclei.csv
15,1.512,113275.178,66051,171920,SUM_ULP1_TET_03_R3D_D3D.tifnuclei.csv
16,1.348,94564.171,66105,124901,SUM_ULP1_TET_03_R3D_D3D.tifnuclei.csv
17,2.755,152283.506,65946,311779,SUM_ULP1_TET_03_R3D_D3D.tifnuclei.csv
18,2.385,133141.430,66043,242738,SUM_ULP1_TET_03_R3D_D3D.tifnuclei.csv
19,1.419,135373.470,66324,214002,SUM_ULP1_TET_03_R3D_D3D.tifnuclei.csv
20,1.239,102274.058,65963,192082,SUM_ULP1_TET_03_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_ULP1_TET_04_R3D_D3D.tifnuclei.csv
1,1.092,80728.181,29152,158973,SUM_ULP1_TET_04_R3D_D3D.tifnuclei.csv
2,1.520,45675.876,29123,67323,SUM_ULP1_TET_04_R3D_D3D.tifnuclei.csv
3,1.352,56310.621,29236,85168,SUM_ULP1_TET_04_R3D_D3D.tifnuclei.csv
4,2.435,57345.603,29143,93304,SUM_ULP1_TET_04_R3D_D3D.tifnuclei.csv
5,1.444,38471.422,29152,54821,SUM_ULP1_TET_04_R3D_D3D.tifnuclei.csv
6,1.012,38855.353,29214,58520,SUM_ULP1_TET_04_R3D_D3D.tifnuclei.csv
7,0.999,36190.118,29130,50076,SUM_ULP1_TET_04_R3D_D3D.tifnuclei.csv
8,1.570,53444.251,29079,87720,SUM_ULP1_TET_04_R3D_D3D.tifnuclei.csv
9,1.633,61841.838,29100,114720,SUM_ULP1_TET_04_R3D_D3D.tifnuclei.csv
10,1.923,64331.769,29075,126372,SUM_ULP1_TET_04_R3D_D3D.tifnuclei.csv
11,2.662,63502.634,29207,181438,SUM_ULP1_TET_04_R3D_D3D.tifnuclei.csv
12,1.524,45668.504,29271,72498,SUM_ULP1_TET_04_R3D_D3D.tifnuclei.csv
13,1.428,40896.726,29284,61362,SUM_ULP1_TET_04_R3D_D3D.tifnuclei.csv
14,1.222,45358.038,29203,62227,SUM_ULP1_TET_04_R3D_D3D.tifnuclei.csv
15,1.579,39638.415,29084,60009,SUM_ULP1_TET_04_R3D_D3D.tifnuclei.csv
16,0.886,38173.621,29218,54161,SUM_ULP1_TET_04_R3D_D3D.tifnuclei.csv
17,0.550,45428.679,29140,71314,SUM_ULP1_TET_04_R3D_D3D.tifnuclei.csv
18,1.944,62831.693,29176,108969,SUM_ULP1_TET_04_R3D_D3D.tifnuclei.csv
19,0.613,35194.671,29134,48615,SUM_ULP1_TET_04_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_ULP1_TET_05_R3D_D3D.tifnuclei.csv
1,1.176,39747.393,31206,55555,SUM_ULP1_TET_05_R3D_D3D.tifnuclei.csv
2,2.242,61474.661,31178,108794,SUM_ULP1_TET_05_R3D_D3D.tifnuclei.csv
3,1.109,58436.716,31354,90894,SUM_ULP1_TET_05_R3D_D3D.tifnuclei.csv
4,1.025,43769.316,31173,62472,SUM_ULP1_TET_05_R3D_D3D.tifnuclei.csv
5,1.096,42464.939,31186,62719,SUM_ULP1_TET_05_R3D_D3D.tifnuclei.csv
6,1.419,54789.982,31188,85619,SUM_ULP1_TET_05_R3D_D3D.tifnuclei.csv
7,1.151,51291.427,31355,71181,SUM_ULP1_TET_05_R3D_D3D.tifnuclei.csv
8,1.650,59410.784,31680,89764,SUM_ULP1_TET_05_R3D_D3D.tifnuclei.csv
9,2.452,64609.267,31270,118801,SUM_ULP1_TET_05_R3D_D3D.tifnuclei.csv
10,1.348,61149.732,31270,104584,SUM_ULP1_TET_05_R3D_D3D.tifnuclei.csv
11,1.612,45953.677,31213,79255,SUM_ULP1_TET_05_R3D_D3D.tifnuclei.csv
12,1.583,53232.180,31239,104198,SUM_ULP1_TET_05_R3D_D3D.tifnuclei.csv
13,0.983,47485.658,31392,66013,SUM_ULP1_TET_05_R3D_D3D.tifnuclei.csv
14,0.873,42238.394,31176,60158,SUM_ULP1_TET_05_R3D_D3D.tifnuclei.csv
15,1.344,47382.975,31190,68786,SUM_ULP1_TET_05_R3D_D3D.tifnuclei.csv
16,2.675,67020.573,31333,140365,SUM_ULP1_TET_05_R3D_D3D.tifnuclei.csv
17,1.163,42544.617,31274,54582,SUM_ULP1_TET_05_R3D_D3D.tifnuclei.csv
18,2.393,76329.188,31467,154143,SUM_ULP1_TET_05_R3D_D3D.tifnuclei.csv
19,2.389,68692.533,31190,127577,SUM_ULP1_TET_05_R3D_D3D.tifnuclei.csv
20,1.709,60564.504,31291,96342,SUM_ULP1_TET_05_R3D_D3D.tifnuclei.csv
21,1.633,54230.887,31173,90733,SUM_ULP1_TET_05_R3D_D3D.tifnuclei.csv
22,1.209,45618.330,31183,64258,SUM_ULP1_TET_05_R3D_D3D.tifnuclei.csv
23,1.104,50539.981,31169,73294,SUM_ULP1_TET_05_R3D_D3D.tifnuclei.csv
24,1.285,58240.471,31174,100609,SUM_ULP1_TET_05_R3D_D3D.tifnuclei.csv
25,1.684,56009.708,31174,104928,SUM_ULP1_TET_05_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_ULP1_TET_06_R3D_D3D.tifnuclei.csv
1,1.138,47742.225,30990,64204,SUM_ULP1_TET_06_R3D_D3D.tifnuclei.csv
2,1.167,78838.835,31030,149060,SUM_ULP1_TET_06_R3D_D3D.tifnuclei.csv
3,1.898,55407.412,30999,87988,SUM_ULP1_TET_06_R3D_D3D.tifnuclei.csv
4,1.071,41657.851,30264,57945,SUM_ULP1_TET_06_R3D_D3D.tifnuclei.csv
5,1.012,45849.357,31174,64764,SUM_ULP1_TET_06_R3D_D3D.tifnuclei.csv
6,1.033,52572.350,31004,71791,SUM_ULP1_TET_06_R3D_D3D.tifnuclei.csv
7,2.158,76085.681,31016,127468,SUM_ULP1_TET_06_R3D_D3D.tifnuclei.csv
8,2.335,50825.311,30625,80788,SUM_ULP1_TET_06_R3D_D3D.tifnuclei.csv
9,1.684,49779.973,31022,73242,SUM_ULP1_TET_06_R3D_D3D.tifnuclei.csv
10,0.563,39571.142,31137,51299,SUM_ULP1_TET_06_R3D_D3D.tifnuclei.csv
11,0.991,50390.322,30911,66374,SUM_ULP1_TET_06_R3D_D3D.tifnuclei.csv
12,1.852,64293.959,31167,108829,SUM_ULP1_TET_06_R3D_D3D.tifnuclei.csv
13,0.571,38452.213,30919,58726,SUM_ULP1_TET_06_R3D_D3D.tifnuclei.csv
14,2.171,53174.501,30947,81063,SUM_ULP1_TET_06_R3D_D3D.tifnuclei.csv
15,0.693,37849.752,30988,54128,SUM_ULP1_TET_06_R3D_D3D.tifnuclei.csv
16,1.113,43951.257,31036,58222,SUM_ULP1_TET_06_R3D_D3D.tifnuclei.csv
17,1.226,48785.031,30989,90180,SUM_ULP1_TET_06_R3D_D3D.tifnuclei.csv
18,1.583,66800.923,30902,111176,SUM_ULP1_TET_06_R3D_D3D.tifnuclei.csv
19,2.335,59556.101,30963,109701,SUM_ULP1_TET_06_R3D_D3D.tifnuclei.csv
20,2.171,62356.271,30911,110999,SUM_ULP1_TET_06_R3D_D3D.tifnuclei.csv
21,2.608,46509.895,30942,76299,SUM_ULP1_TET_06_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_ULP1_TET_07_R3D_D3D.tifnuclei.csv
1,2.482,58114.706,28873,95204,SUM_ULP1_TET_07_R3D_D3D.tifnuclei.csv
2,2.028,59904.990,29072,109387,SUM_ULP1_TET_07_R3D_D3D.tifnuclei.csv
3,1.268,41120.808,28929,55079,SUM_ULP1_TET_07_R3D_D3D.tifnuclei.csv
4,1.298,58551.696,28953,94739,SUM_ULP1_TET_07_R3D_D3D.tifnuclei.csv
5,1.638,48508.849,28958,79800,SUM_ULP1_TET_07_R3D_D3D.tifnuclei.csv
6,1.411,38208.795,28908,66962,SUM_ULP1_TET_07_R3D_D3D.tifnuclei.csv
7,1.373,49067.040,29088,74736,SUM_ULP1_TET_07_R3D_D3D.tifnuclei.csv
8,0.983,38670.077,28928,51764,SUM_ULP1_TET_07_R3D_D3D.tifnuclei.csv
9,1.579,48691.354,28870,75009,SUM_ULP1_TET_07_R3D_D3D.tifnuclei.csv
10,1.428,48314.503,29114,75095,SUM_ULP1_TET_07_R3D_D3D.tifnuclei.csv
11,1.654,57120.497,28927,94597,SUM_ULP1_TET_07_R3D_D3D.tifnuclei.csv
12,1.243,64762.372,28925,103466,SUM_ULP1_TET_07_R3D_D3D.tifnuclei.csv
13,1.415,52346.460,29027,84940,SUM_ULP1_TET_07_R3D_D3D.tifnuclei.csv
14,1.432,51801.323,28972,84066,SUM_ULP1_TET_07_R3D_D3D.tifnuclei.csv
15,1.814,49047.657,28877,88603,SUM_ULP1_TET_07_R3D_D3D.tifnuclei.csv
16,3.028,54592.202,28889,99201,SUM_ULP1_TET_07_R3D_D3D.tifnuclei.csv
17,1.734,47250.358,29012,94020,SUM_ULP1_TET_07_R3D_D3D.tifnuclei.csv
18,2.444,61160.266,28887,115513,SUM_ULP1_TET_07_R3D_D3D.tifnuclei.csv
19,2.188,55243.923,29203,89130,SUM_ULP1_TET_07_R3D_D3D.tifnuclei.csv
20,2.104,43902.050,28885,71297,SUM_ULP1_TET_07_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_ULP1_TET_08_R3D_D3D.tifnuclei.csv
1,1.398,47867.916,30903,67743,SUM_ULP1_TET_08_R3D_D3D.tifnuclei.csv
2,1.915,58874.917,30934,100000,SUM_ULP1_TET_08_R3D_D3D.tifnuclei.csv
3,1.423,46920.209,30847,73639,SUM_ULP1_TET_08_R3D_D3D.tifnuclei.csv
4,1.806,48043.716,30874,80386,SUM_ULP1_TET_08_R3D_D3D.tifnuclei.csv
5,2.011,66895.658,30891,103968,SUM_ULP1_TET_08_R3D_D3D.tifnuclei.csv
6,1.705,46044.611,30851,65461,SUM_ULP1_TET_08_R3D_D3D.tifnuclei.csv
7,0.999,42007.634,29863,72324,SUM_ULP1_TET_08_R3D_D3D.tifnuclei.csv
8,1.369,38906.920,30853,53353,SUM_ULP1_TET_08_R3D_D3D.tifnuclei.csv
9,1.461,51685.724,30851,68001,SUM_ULP1_TET_08_R3D_D3D.tifnuclei.csv
10,1.625,59468.333,31352,103108,SUM_ULP1_TET_08_R3D_D3D.tifnuclei.csv
11,1.549,40374.279,30872,55754,SUM_ULP1_TET_08_R3D_D3D.tifnuclei.csv
12,1.260,60754.103,31061,103659,SUM_ULP1_TET_08_R3D_D3D.tifnuclei.csv
13,1.243,51494.260,30861,101511,SUM_ULP1_TET_08_R3D_D3D.tifnuclei.csv
14,1.180,56604.246,31087,89144,SUM_ULP1_TET_08_R3D_D3D.tifnuclei.csv
15,1.520,51789.254,31103,79690,SUM_ULP1_TET_08_R3D_D3D.tifnuclei.csv
16,2.587,64705.959,30862,142485,SUM_ULP1_TET_08_R3D_D3D.tifnuclei.csv
17,1.785,49618.264,30857,73158,SUM_ULP1_TET_08_R3D_D3D.tifnuclei.csv
18,1.125,57548.149,31075,89937,SUM_ULP1_TET_08_R3D_D3D.tifnuclei.csv
19,1.415,44567.926,30999,62954,SUM_ULP1_TET_08_R3D_D3D.tifnuclei.csv
20,1.029,52149.135,30906,82150,SUM_ULP1_TET_08_R3D_D3D.tifnuclei.csv
21,1.470,47686.343,30950,66806,SUM_ULP1_TET_08_R3D_D3D.tifnuclei.csv
22,0.995,44838.819,30896,58866,SUM_ULP1_TET_08_R3D_D3D.tifnuclei.csv
23,5.837,68204.845,20891,144768,SUM_ULP1_TET_08_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_ULP1_TET_09_R3D_D3D.tifnuclei.csv
1,1.029,42788.653,30635,62095,SUM_ULP1_TET_09_R3D_D3D.tifnuclei.csv
2,2.666,45534.535,30666,81646,SUM_ULP1_TET_09_R3D_D3D.tifnuclei.csv
3,1.226,47020.842,30715,66033,SUM_ULP1_TET_09_R3D_D3D.tifnuclei.csv
4,1.365,44762.345,30642,62873,SUM_ULP1_TET_09_R3D_D3D.tifnuclei.csv
5,2.435,57553.060,30653,96770,SUM_ULP1_TET_09_R3D_D3D.tifnuclei.csv
6,1.390,50716.891,30770,85871,SUM_ULP1_TET_09_R3D_D3D.tifnuclei.csv
7,2.225,51130.185,30645,75544,SUM_ULP1_TET_09_R3D_D3D.tifnuclei.csv
8,1.402,47067.326,30620,69517,SUM_ULP1_TET_09_R3D_D3D.tifnuclei.csv
9,1.411,48526.286,30623,113214,SUM_ULP1_TET_09_R3D_D3D.tifnuclei.csv
10,1.281,39328.364,30695,64235,SUM_ULP1_TET_09_R3D_D3D.tifnuclei.csv
11,2.230,68834.292,30682,124879,SUM_ULP1_TET_09_R3D_D3D.tifnuclei.csv
12,1.423,54719.917,30651,105845,SUM_ULP1_TET_09_R3D_D3D.tifnuclei.csv
13,1.176,53299.007,30668,95336,SUM_ULP1_TET_09_R3D_D3D.tifnuclei.csv
14,1.843,62329.560,30937,97948,SUM_ULP1_TET_09_R3D_D3D.tifnuclei.csv
15,0.941,57796.000,30768,93014,SUM_ULP1_TET_09_R3D_D3D.tifnuclei.csv
16,1.810,46299.954,30635,77109,SUM_ULP1_TET_09_R3D_D3D.tifnuclei.csv
17,0.899,44075.678,30867,59455,SUM_ULP1_TET_09_R3D_D3D.tifnuclei.csv
18,1.776,68510.324,30661,112073,SUM_ULP1_TET_09_R3D_D3D.tifnuclei.csv
19,1.272,52207.868,30742,86207,SUM_ULP1_TET_09_R3D_D3D.tifnuclei.csv
20,2.192,60247.906,30756,99837,SUM_ULP1_TET_09_R3D_D3D.tifnuclei.csv
21,1.268,49749.546,30859,81438,SUM_ULP1_TET_09_R3D_D3D.tifnuclei.csv
22,1.214,51021.619,30629,78078,SUM_ULP1_TET_09_R3D_D3D.tifnuclei.csv
23,1.864,60194.225,30627,135035,SUM_ULP1_TET_09_R3D_D3D.tifnuclei.csv
24,1.667,47460.980,30642,69538,SUM_ULP1_TET_09_R3D_D3D.tifnuclei.csv
25,1.163,47853.606,30728,68744,SUM_ULP1_TET_09_R3D_D3D.tifnuclei.csv
26,2.792,68217.708,30669,136161,SUM_ULP1_TET_09_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_ULP1_TET_10_R3D_D3D.tifnuclei.csv
1,1.046,41330.574,29359,67862,SUM_ULP1_TET_10_R3D_D3D.tifnuclei.csv
2,0.894,39715.178,29372,52102,SUM_ULP1_TET_10_R3D_D3D.tifnuclei.csv
3,1.566,52345.895,29405,71454,SUM_ULP1_TET_10_R3D_D3D.tifnuclei.csv
4,1.860,68278.928,29340,129030,SUM_ULP1_TET_10_R3D_D3D.tifnuclei.csv
5,2.024,79535.861,29414,167095,SUM_ULP1_TET_10_R3D_D3D.tifnuclei.csv
6,0.558,36970.278,29345,52008,SUM_ULP1_TET_10_R3D_D3D.tifnuclei.csv
7,1.373,48349.150,29425,80397,SUM_ULP1_TET_10_R3D_D3D.tifnuclei.csv
8,1.444,45958.788,29426,66936,SUM_ULP1_TET_10_R3D_D3D.tifnuclei.csv
9,1.696,53919.495,29398,90168,SUM_ULP1_TET_10_R3D_D3D.tifnuclei.csv
10,1.176,48375.621,29453,69941,SUM_ULP1_TET_10_R3D_D3D.tifnuclei.csv
11,1.667,51865.446,28842,92040,SUM_ULP1_TET_10_R3D_D3D.tifnuclei.csv
12,2.813,61533.158,29328,113190,SUM_ULP1_TET_10_R3D_D3D.tifnuclei.csv
13,1.512,49728.533,29469,73797,SUM_ULP1_TET_10_R3D_D3D.tifnuclei.csv
14,1.969,50515.834,29357,90596,SUM_ULP1_TET_10_R3D_D3D.tifnuclei.csv
15,4.031,53839.860,18704,94926,SUM_ULP1_TET_10_R3D_D3D.tifnuclei.csv
16,1.701,44961.217,29341,64959,SUM_ULP1_TET_10_R3D_D3D.tifnuclei.csv
17,0.974,53642.448,29403,105206,SUM_ULP1_TET_10_R3D_D3D.tifnuclei.csv
18,2.154,58435.066,29441,88509,SUM_ULP1_TET_10_R3D_D3D.tifnuclei.csv
19,1.172,46559.405,29394,69988,SUM_ULP1_TET_10_R3D_D3D.tifnuclei.csv
20,2.351,43318.975,29363,70708,SUM_ULP1_TET_10_R3D_D3D.tifnuclei.csv
21,1.579,37268.561,29349,46980,SUM_ULP1_TET_10_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_ULP1_UN_01_R3D_D3D.tifnuclei.csv
1,1.608,46843.373,28029,89694,SUM_ULP1_UN_01_R3D_D3D.tifnuclei.csv
2,2.217,58698.426,27984,106213,SUM_ULP1_UN_01_R3D_D3D.tifnuclei.csv
3,1.902,36599.921,27993,88590,SUM_ULP1_UN_01_R3D_D3D.tifnuclei.csv
4,1.398,41299.961,28045,63013,SUM_ULP1_UN_01_R3D_D3D.tifnuclei.csv
5,1.608,48168.329,28240,72182,SUM_ULP1_UN_01_R3D_D3D.tifnuclei.csv
